id,CO2_working_capacity [mL/g]
68614,211.23742870084092
68615,93.5433763491339
68616,64.11035646008622
68617,65.88227705781625
68618,64.418944435041
68619,72.737613748229
68620,132.51338121732763
68621,178.06425596284888
68622,68.39665025178567
68623,159.044199349032
68624,60.321659985200704
68625,59.367456834843736
68626,226.9597964801438
68627,203.2244727396542
68628,89.27942052116626
68629,155.25388183250817
68630,56.75908542325682
68631,61.36103498170828
68632,130.99017932924085
68633,88.04958550491423
68634,208.98835125042078
68635,141.6398778645139
68636,84.18183859978157
68637,86.86803666540769
68638,234.65855719458733
68639,124.13252186347617
68640,110.00752239590682
68641,187.90791005777504
68642,72.68469170039654
68643,81.22446925901113
68644,106.5898359000688
68645,105.88200300995743
68646,256.0821561957147
68647,93.37364350517547
68648,141.20411679466224
68649,60.409930065486115
68650,226.1352318823774
68651,67.15297713129883
68652,95.96097795230367
68653,125.48001703090769
68654,88.43909114781192
68655,99.46295234139814
68656,88.23656179707224
68657,212.62260056391833
68658,62.8689716086241
68659,91.07057128564554
68660,184.60110659301031
68661,140.1669875448652
68662,97.55771973844809
68663,88.58289828326807
68664,91.53267292908527
68665,88.76314131258961
68666,165.1596352590393
68667,93.42755738748585
68668,259.86268637700425
68669,83.11281405080753
68670,295.93430429518946
68671,98.32625089674409
68672,74.8296422504871
68673,127.96545214546738
68674,63.757315207848144
68675,87.6423476860347
68676,144.2529192856472
68677,195.91815854186217
68678,165.0095634190515
68679,94.31878617083929
68680,88.6026398433645
68681,102.18021916172154
68682,86.62923188654412
68683,79.76554143486956
68684,95.51106959952645
68685,77.11291173316685
68686,151.46122628523395
68687,97.27719924124938
68688,94.82060655576099
68689,82.2335944068802
68690,123.8076872259436
68691,180.6699630850464
68692,75.5813464804817
68693,202.53317510535368
68694,114.17048202528738
68695,156.43071619653912
68696,48.44530363627631
68697,113.90257865237419
68698,165.6088708939183
68699,49.77087426935273
68700,59.0245565030596
68701,172.9420809260655
68702,98.52794889340771
68703,168.0621201193606
68704,103.28211215977748
68705,89.50750751626497
68706,156.7008188692586
68707,82.91503751351212
68708,119.44523378022467
68709,133.8584104770564
68710,69.86320756098456
68711,134.2007113854177
68712,79.52533836158392
68713,56.57975756549587
68714,65.34980506480349
68715,119.48519921201881
68716,168.1976567564211
68717,67.42009628685203
68718,46.45174826040589
68719,50.72616696085716
68720,200.57102934712606
68721,169.2801078523355
68722,160.64884141446836
68723,84.36676275538656
68724,80.18228869272856
68725,91.42544821512121
68726,129.10615601684975
68727,102.26877369347801
68728,134.0970143055004
68729,225.6620083635537
68730,114.78536567351713
68731,106.19012884847908
68732,79.24060312079405
68733,84.97387394539385
68734,101.84042052241811
68735,200.3933200135725
68736,50.49111207542596
68737,117.38149577133984
68738,176.5464032480972
68739,127.90807943492203
68740,215.16475417883302
68741,89.5223181775074
68742,140.5708123041485
68743,78.32840779043998
68744,191.55369336235248
68745,94.63855252688958
68746,115.91046157484553
68747,136.18148911447636
68748,85.19626071987665
68749,72.99793767644621
68750,93.16351733757025
68751,210.5082066457884
68752,83.89527133685067
68753,288.91674140817156
68754,129.01926474411385
68755,77.30532347651305
68756,88.68443569403175
68757,349.8121300815296
68758,265.2453896674986
68759,194.12153250754568
68760,145.60529147684372
68761,104.38760245866288
68762,58.235371125545754
68763,78.78615025113979
68764,88.22932558153323
68765,185.75132658499342
68766,57.356690415812324
68767,99.09828050858854
68768,116.01114129713518
68769,65.54942195220241
68770,85.34767473773874
68771,72.24312715835134
68772,62.725843959687566
68773,74.22047656088195
68774,67.71937918112693
68775,82.85974434603905
68776,93.57943838615812
68777,70.40124709315873
68778,68.4480477388733
68779,64.3841148332506
68780,113.81634724298954
68781,79.05909232154656
68782,107.89537150172636
68783,64.49157840431906
68784,86.06589845672664
68785,109.44334449635207
68786,105.80538816716854
68787,335.6352369600837
68788,71.09330204320159
68789,78.05748507940626
68790,239.2452810259233
68791,64.8625380115747
68792,118.34893680281279
68793,86.99089801665681
68794,101.07186947461906
68795,96.0228370566706
68796,87.16163385045684
68797,127.13817499730784
68798,55.764928455950795
68799,73.95671582249332
68800,62.84087445422773
68801,98.16682522411782
68802,102.51108188027234
68803,85.43445444156828
68804,64.23844492665653
68805,60.57275549020771
68806,90.21083102404128
68807,116.32945994319539
68808,58.855878713421305
68809,161.8323702003616
68810,116.02528546915214
68811,162.8889430951041
68812,102.77744758393018
68813,59.571397477159564
68814,103.5960290011506
68815,78.51592383124446
68816,417.5587226367076
68817,101.90601134265322
68818,84.91638341260335
68819,81.68718146525751
68820,170.19022108770932
68821,145.67913626708037
68822,410.77934365334556
68823,94.72730936533107
68824,188.59429505524687
68825,76.71476027849141
68826,166.60685974999046
68827,125.09527636482737
68828,56.00312265851849
68829,62.737015627821016
68830,87.0372240375508
68831,133.6134123703598
68832,121.59995219214355
68833,107.79110639796043
68834,68.2629950238082
68835,63.18949529673739
68836,93.30370868645858
68837,64.95878989975651
68838,49.602307202906005
68839,183.98624410596238
68840,56.335001459961504
68841,176.27990413619614
68842,171.0722256555237
68843,95.71718531879452
68844,187.55744723072317
68845,61.831592174937356
68846,65.79671243689188
68847,401.9700391247723
68848,149.9171192548476
68849,117.90263039291834
68850,110.71555463145832
68851,65.76429738802557
68852,73.78633603450679
68853,176.44377698347435
68854,83.73049158646847
68855,72.19386101248666
68856,306.83075215629265
68857,66.16177952543093
68858,102.02817283813543
68859,81.82232095405475
68860,53.09694803537934
68861,68.50745049277079
68862,208.25777233249582
68863,73.48340188746556
68864,169.1939583202678
68865,68.22861848815654
68866,90.06855703993068
68867,56.166281434438815
68868,119.38565819779937
68869,75.69974308268652
68870,188.65750108528596
68871,86.7524662259265
68872,137.92468487157953
68873,112.5230051236288
68874,124.95450161977747
68875,136.8650136870383
68876,404.61514920136506
68877,80.9666011015801
68878,69.22765013269625
68879,119.50779375935876
68880,74.4825280410843
68881,65.18725688961177
68882,162.13216470410728
68883,80.94101823992293
68884,193.5844973339899
68885,67.16221149878422
68886,149.3359185910591
68887,67.89636257073163
68888,65.94247093977819
68889,65.7988854438517
68890,85.82232689805184
68891,256.0847310482086
68892,130.8512721338423
68893,116.40398372445183
68894,310.7666805097771
68895,57.26317657268402
68896,74.97717164839352
68897,86.18661090323246
68898,78.53966279806448
68899,83.0180457144495
68900,95.68361004324937
68901,134.70165831590248
68902,81.07346444939323
68903,151.09919484421582
68904,125.53716066820269
68905,74.84510326371037
68906,143.55001166644027
68907,99.32829095265448
68908,199.2051100588719
68909,123.19494400839825
68910,89.89114775268561
68911,176.64569073826576
68912,238.43430934760096
68913,122.46367843467485
68914,85.56145759326311
68915,79.59821974517118
68916,163.31355918787054
68917,152.17381648211978
68918,71.11825165848742
68919,85.73218417150156
68920,275.0566280678628
68921,127.03064550698427
68922,87.57661076878517
68923,102.25799550783918
68924,286.99682069205755
68925,154.77483911477725
68926,78.20446233718343
68927,78.04596361512338
68928,119.59851409306721
68929,177.19968365627435
68930,63.45975826819927
68931,98.2745828869828
68932,103.33186560751801
68933,164.0488689819392
68934,133.3922604144069
68935,198.08193374149536
68936,94.96830684324013
68937,232.22951547808083
68938,101.48928249328645
68939,244.5921006483348
68940,183.82603503781388
68941,211.33520233535876
68942,152.85871100629925
68943,153.61900592248
68944,68.05098879600713
68945,68.65007379939465
68946,182.5399807888926
68947,138.10152742393373
68948,95.18306443523137
68949,146.28193801077168
68950,87.20271060341184
68951,178.04974619328652
68952,102.45559299454638
68953,93.48501377467784
68954,91.80224404281057
68955,74.79328825394956
68956,52.99413655442497
68957,335.59465000939787
68958,192.68738701561654
68959,84.64070604623738
68960,68.6140353239771
68961,74.47760100003094
68962,70.68595828114746
68963,255.5989934221439
68964,75.111811029606
68965,81.772337443387
68966,147.44023575744828
68967,143.6589515122118
68968,139.1711833329841
68969,232.4005520948008
68970,71.89926195663148
68971,39.53771025372944
68972,81.82818842052313
68973,79.11406300611701
68974,173.93275784193264
68975,88.15838718453938
68976,81.77353478757635
68977,166.13293327597245
68978,174.81772775298205
68979,108.60464699970413
68980,77.25628860298869
68981,98.34205336590662
68982,136.5368635075821
68983,90.68652724497508
68984,72.09614951690747
68985,52.16193913921852
68986,170.3969542790397
68987,87.36191433419864
68988,118.23341264958593
68989,451.69753417010793
68990,120.22330099827965
68991,86.72656695351
68992,113.48130314019818
68993,67.57045695694106
68994,213.35887484797757
68995,170.86736528172221
68996,244.74015553239147
68997,72.1956430968963
68998,76.55183265339093
68999,61.1900352676402
69000,87.61817043110783
69001,98.88900046023284
69002,95.08880890915893
69003,317.26154033207604
69004,225.27877505698848
69005,156.10980686547708
69006,158.46611624272035
69007,170.02458651827763
69008,68.52970155251268
69009,109.74942341609513
69010,296.9898979122959
69011,181.35449122838452
69012,44.80569006352616
69013,85.07363137738815
69014,168.4739418101287
69015,203.73052713844868
69016,77.20953960179412
69017,97.99228118444444
69018,173.1434790543513
69019,38.626688142240056
69020,58.37413935027433
69021,68.10542963187069
69022,252.7764441979428
69023,197.20218279677852
69024,262.24515141484875
69025,92.28145437300557
69026,36.007082966758844
69027,130.42412388376155
69028,97.05704470023306
69029,87.14904113498548
69030,60.13300400993131
69031,209.40311899863121
69032,231.61314657989226
69033,54.28272040025588
69034,76.23944678022062
69035,108.30222177126453
69036,80.50719695272537
69037,74.9023305894076
69038,180.5601197494948
69039,87.80123091843083
69040,140.06801747773383
69041,49.172884060257246
69042,43.40344616045421
69043,97.94429130088253
69044,180.28098231462275
69045,132.26761683632907
69046,74.08697985143759
69047,85.51883688708385
69048,121.20986549935472
69049,101.55127143475332
69050,194.17226450907071
69051,121.63185254223774
69052,257.3068966488713
69053,94.68252101019375
69054,36.72692095866924
69055,67.9439249435581
69056,130.25550605060644
69057,97.19348150968783
69058,174.04270995197186
69059,88.42754220198606
69060,55.48028499884809
69061,123.93193230606981
69062,85.21798488631758
69063,83.3156044716109
69064,107.56651734999646
69065,152.8470560575895
69066,59.99021309015367
69067,60.943355698224494
69068,69.85178085018434
69069,122.97351325762203
69070,137.30907653509857
69071,85.51993405747365
69072,89.40657448232045
69073,142.08920772552466
69074,145.24450068266844
69075,82.25354071240459
69076,93.67445824697091
69077,95.05658092641625
69078,81.0079714145447
69079,89.84153655106718
69080,86.44533853077067
69081,84.68937621746595
69082,308.9946033574387
69083,96.29214502807191
69084,224.7043401321087
69085,86.41546108862008
69086,61.04070933704038
69087,81.22031392753422
69088,200.34084746606186
69089,136.56405137678547
69090,111.89103280200708
69091,65.49198777064811
69092,251.91065981173747
69093,92.77395182925713
69094,69.71838687510055
69095,60.641391585377875
69096,142.01278630931566
69097,80.8309174497481
69098,350.8179225819042
69099,129.42888558341298
69100,179.32091172104867
69101,64.66673953516153
69102,127.36754954225165
69103,270.60259419704926
69104,202.8640500036405
69105,104.82225568588754
69106,117.38399138300832
69107,215.93913223893006
69108,79.17558367491449
69109,181.09440013728002
69110,261.5841998650232
69111,130.13429512973053
69112,109.64386479286622
69113,153.17756130716987
69114,109.63669438061171
69115,124.14629039659579
69116,364.63568707032556
69117,94.19911980531397
69118,108.96148926469438
69119,185.39382063320446
69120,94.848772288223
69121,128.1263232566575
69122,166.48416908838635
69123,116.74834035315607
69124,70.12518086487395
69125,125.88887898503728
69126,92.35099369962683
69127,110.30082489953739
69128,282.82718423985784
69129,54.03687498314969
69130,89.46454840445188
69131,147.84676447391243
69132,67.13651602907288
69133,452.0914654639479
69134,179.61016942309396
69135,66.15254567792422
69136,98.07443976039359
69137,128.80860913716333
69138,77.66201306604376
69139,96.3275634752947
69140,90.79010402487074
69141,86.38313093116903
69142,110.5326756851712
69143,115.02336685042201
69144,130.14578955201242
69145,102.55637183044894
69146,95.36667507045291
69147,86.838021709928
69148,65.86354841225557
69149,136.7339558876947
69150,126.92932177445927
69151,58.99830774142396
69152,151.15804329842257
69153,67.95475576182325
69154,85.73926268357692
69155,77.83281026540826
69156,114.32910159847535
69157,86.3469992549104
69158,38.88066172586288
69159,82.39866131069148
69160,95.44951079443695
69161,281.4482555535611
69162,103.38809625556752
69163,54.170263649057375
69164,80.2468908689277
69165,85.7492601322351
69166,95.93805056829395
69167,186.8860727818186
69168,92.87455080814249
69169,96.36657259215517
69170,187.17338877085004
69171,107.98741042725905
69172,93.31147587123571
69173,111.73379500338463
69174,66.37710567365907
69175,205.17591870898252
69176,242.00442037651993
69177,78.48314572453711
69178,453.22263935599335
69179,60.16949876358939
69180,100.42603183762623
69181,87.73158386739867
69182,128.03531457266126
69183,251.9643255283986
69184,127.81743214909798
69185,60.99041595572709
69186,205.05008302373022
69187,119.01141995910704
69188,69.37197574197197
69189,109.40870113517316
69190,164.1134335785955
69191,66.1901297150922
69192,89.33023206887134
69193,79.27068885335154
69194,87.20035539970723
69195,91.47037421209203
69196,90.22540390892388
69197,125.2060795170263
69198,172.662382875226
69199,60.12398868572379
69200,111.8477469955605
69201,58.462166743728034
69202,94.19429242978336
69203,74.92186449778859
69204,85.18971167978562
69205,67.06216063461768
69206,85.33551955674977
69207,73.37871575641933
