id,CO2_working_capacity [mL/g]
68614,212.24147244585768
68615,87.47713917869632
68616,62.87654518112029
68617,65.30422565632242
68618,65.188592374973
68619,69.37095132608688
68620,138.32652067853402
68621,186.85445125526294
68622,69.39377306839704
68623,158.704823727137
68624,57.557074746395344
68625,67.22969970248992
68626,223.1099898023946
68627,185.22116536823899
68628,88.9674797607027
68629,136.03808881378725
68630,61.592031538132844
68631,58.544758738410216
68632,128.87983837557428
68633,84.59167941397524
68634,211.69854434789104
68635,141.48219626835288
68636,94.80142744426152
68637,87.63766620331678
68638,259.46911604556817
68639,118.18785101619184
68640,107.37721853776146
68641,211.3744294609817
68642,73.65088907315868
68643,79.02562433852371
68644,102.8083921503596
68645,102.75701892914414
68646,267.5425558854834
68647,98.24005307383344
68648,163.44779929495576
68649,71.90678066777404
68650,241.70136086429162
68651,81.40586258765009
68652,94.12548795335152
68653,146.5727858940682
68654,93.51558302893767
68655,86.64244001232892
68656,83.55283921395974
68657,216.09551613055103
68658,67.7602549769678
68659,97.46607390795084
68660,192.63286286949196
68661,136.37220848805046
68662,79.24963006460548
68663,76.6932339716137
68664,82.53824597636158
68665,107.22679624801593
68666,152.27790090101124
68667,73.0375678527329
68668,255.10961882772511
68669,82.17403182838432
68670,301.71265017547154
68671,110.08741948113203
68672,77.38570856531335
68673,134.92848276703097
68674,62.40092099146733
68675,81.24155143839694
68676,157.49838218827227
68677,151.90858965392619
68678,167.74977175393173
68679,86.54051919858532
68680,84.18012959818095
68681,119.82840601591764
68682,83.82438557608216
68683,78.67336982378085
68684,92.35264571739863
68685,72.88519045079805
68686,152.47709390303766
68687,96.645856241019
68688,92.72455504130582
68689,85.7129910707356
68690,122.0072071478535
68691,209.4099611249323
68692,54.96652989509984
68693,194.46283292328292
68694,121.86170047560225
68695,186.71807585093944
68696,53.95999677249803
68697,108.36448194455667
68698,152.71805789712056
68699,60.35901499641733
68700,59.892180261481904
68701,202.071280104663
68702,103.64495188536604
68703,143.33043347316337
68704,124.10964800429096
68705,91.40128597176951
68706,169.95015133626674
68707,88.61611042420527
68708,126.74827340904034
68709,122.69780314175357
68710,63.45964069781519
68711,138.8595079767467
68712,78.85735945172503
68713,62.210311620139656
68714,57.24011395471184
68715,132.4079706436687
68716,144.89033558669567
68717,74.04678772262261
68718,49.40482508348788
68719,55.23916878858005
68720,198.14555996967616
68721,171.0585003470507
68722,172.88417201349287
68723,80.522373539229
68724,74.64084748532541
68725,83.20535034685794
68726,132.22213583731192
68727,107.68180602963349
68728,145.25648622487063
68729,252.24813076866778
68730,110.53163986480374
68731,91.2779915140106
68732,79.23186566791625
68733,91.66986746869328
68734,102.1874037926211
68735,202.3319898957871
68736,53.8943148127042
68737,117.68080407839965
68738,186.14257545884442
68739,128.21540990016038
68740,226.40855185504847
68741,91.50657683337928
68742,141.09046106283844
68743,64.23095380586285
68744,184.98864801056533
68745,100.77347164516233
68746,103.7446512054709
68747,131.15930962352567
68748,81.98082366646956
68749,72.28562299303347
68750,98.40826930943639
68751,230.02245736996076
68752,82.95086489579548
68753,268.2406325842996
68754,137.35436648042509
68755,79.54043883900057
68756,89.28510367055456
68757,304.1520734414218
68758,326.02539021712647
68759,199.36473516029537
68760,133.80241671056712
68761,102.11867955146155
68762,68.42738125086896
68763,79.51195294339294
68764,107.04134392141079
68765,197.96536538237413
68766,55.94158807259
68767,101.48886811248208
68768,107.11875478066715
68769,63.20350970522347
68770,90.00472191734511
68771,69.6406483841192
68772,63.80091232025195
68773,76.50653670670873
68774,64.13540811650262
68775,85.30045223981377
68776,85.85070953904662
68777,69.22818641038772
68778,65.33852458430249
68779,60.34983248394289
68780,119.40005398144913
68781,74.47956423784439
68782,105.98593934162888
68783,70.33491120008252
68784,77.65639764573761
68785,107.42318246016859
68786,107.74224964885512
68787,365.38888006332434
68788,68.93892037996416
68789,68.31343123954076
68790,255.46213937847696
68791,65.69138688219569
68792,107.01094153056087
68793,92.9131182233935
68794,98.89256412004723
68795,102.2838976480459
68796,76.66239839647581
68797,115.8165521620399
68798,58.798890445613296
68799,69.77212523042928
68800,61.02208979017191
68801,98.94101060573479
68802,104.69138555082652
68803,82.8647223559978
68804,62.81603729136074
68805,63.212313702554354
68806,74.62159471760059
68807,112.77121888951656
68808,62.44457879154743
68809,157.3915988045443
68810,119.54661958946258
68811,163.56546046384906
68812,112.64577402031821
68813,61.91636220578926
68814,96.83237073845682
68815,75.6573008035328
68816,436.4264328854415
68817,97.10057644539239
68818,73.51126548506299
68819,71.00713589063395
68820,173.773913949286
68821,125.81386870883406
68822,419.8599915825956
68823,96.99746817704394
68824,210.61376514298726
68825,83.2178472425737
68826,175.82258391903216
68827,124.1392085029761
68828,61.69982655050068
68829,59.86634450129849
68830,92.05447142981836
68831,131.73604645796965
68832,139.04576255573906
68833,107.78238490152067
68834,75.47469699678211
68835,59.16815874566854
68836,94.48435095050428
68837,69.26260564523321
68838,56.5468932468023
68839,186.8639312320183
68840,57.42247560018633
68841,176.81821586332512
68842,167.86017358846385
68843,86.81485699197972
68844,178.93397405876664
68845,59.231026756241725
68846,70.86920175098226
68847,312.1768078437871
68848,165.41692883681242
68849,118.1917925012225
68850,105.18376265523062
68851,68.26805346988765
68852,69.63074626215786
68853,179.44331057557403
68854,91.13654793737732
68855,75.95062140670191
68856,346.40402163264656
68857,68.41309907604528
68858,98.493102533555
68859,77.17101091615794
68860,48.51496964009149
68861,71.69009204922934
68862,210.91052832654526
68863,82.17399973116628
68864,192.3082505830307
68865,61.30690675498016
68866,85.12313963972922
68867,56.73156538688985
68868,118.83222838387012
68869,76.96131775218029
68870,194.56248003434715
68871,90.91681335081414
68872,157.24532026616532
68873,110.69924695469811
68874,133.74213298747998
68875,148.76965660286058
68876,387.84616835939534
68877,78.900836511005
68878,73.18443265955464
68879,107.50589217014428
68880,71.90656434992772
68881,63.41893052941
68882,167.06456525615621
68883,82.57724174166862
68884,171.94074681539698
68885,68.67959535949367
68886,142.35973830363727
68887,67.00001734657458
68888,63.90130442591189
68889,64.3583426522632
68890,76.24889636416174
68891,200.59936223839298
68892,133.08993559440057
68893,123.70611166073374
68894,366.6612589130512
68895,56.97115518846919
68896,73.63036734716478
68897,89.12557521503774
68898,85.21694014609572
68899,73.26285827649194
68900,98.34287275498872
68901,116.38780500652105
68902,86.09057008675202
68903,165.22398561649956
68904,145.19938946518292
68905,65.49236303388109
68906,130.35337305443647
68907,86.37141302865618
68908,194.3762837489296
68909,150.7391596419859
68910,99.5056710281298
68911,158.23641584044233
68912,244.96179761367677
68913,139.5880445183974
