id,CO2_working_capacity [mL/g]
68614,226.96476671036615
68615,85.24648926239436
68616,63.21753053390499
68617,64.08783685299026
68618,64.9413793980322
68619,69.26895033870623
68620,136.1566037028341
68621,182.43031389669886
68622,71.57767454511135
68623,150.8085170697321
68624,57.66837390313389
68625,65.77744470578641
68626,215.45447878900487
68627,202.67081114829818
68628,99.09332576063875
68629,127.76676390250533
68630,61.3299880459825
68631,60.21821688627966
68632,129.95149888266047
68633,88.50329193557278
68634,203.48886196891164
68635,134.30977183531633
68636,83.97730239266922
68637,85.12539571082685
68638,253.66641010869066
68639,117.46078945645624
68640,104.95560982589429
68641,195.6914950479353
68642,74.21169806924989
68643,82.60596304077892
68644,106.86109174832454
68645,102.07124136781965
68646,265.15637033862265
68647,101.21840386956929
68648,161.3782518936781
68649,71.18913012401013
68650,238.30183012706158
68651,75.91409152179271
68652,97.06191419291768
68653,134.84417444452865
68654,88.58660057388899
68655,90.148766625472
68656,84.80454608210819
68657,189.96706065376725
68658,64.25519239332954
68659,90.19819955314591
68660,185.33324131006123
68661,140.33282991465467
68662,94.65635026297329
68663,80.91725167896017
68664,95.71562272191811
68665,96.72576337646022
68666,157.74871743553652
68667,82.57843944668129
68668,260.9100413969457
68669,88.01686414809554
68670,313.56068158306635
68671,104.974367483906
68672,73.81671181080229
68673,133.53922515477606
68674,62.42230242105368
68675,87.75468311822678
68676,147.6364041093195
68677,199.0208435529672
68678,159.75219957574782
68679,83.92959352066954
68680,83.60534552722642
68681,102.83011628297801
68682,86.45696286012364
68683,74.6907589489195
68684,91.63534481726025
68685,77.18204260391948
68686,149.85058571590304
68687,92.4348619009237
68688,90.28908835279228
68689,83.50526088599108
68690,115.11957019881925
68691,184.32547016429643
68692,66.15156561752849
68693,184.92560376182138
68694,125.72296593172632
68695,162.80460507581617
68696,50.44216953395377
68697,113.11557108567331
68698,165.23428434394134
68699,61.55711587952919
68700,59.70354118222908
68701,187.62204981231366
68702,96.38663716226056
68703,156.8309650984968
68704,115.84396187010256
68705,88.10179446966194
68706,158.30921808081922
68707,82.50071969490513
68708,118.31195680432565
68709,122.91218870877628
68710,67.70482552751729
68711,142.5935726387733
68712,79.7595379103123
68713,58.907861736608226
68714,55.66848008275336
68715,134.12275660640458
68716,162.5772840780932
68717,73.7102872916723
68718,51.13737479662266
68719,55.81751796671224
68720,189.98487390115025
68721,178.7436335347289
68722,176.11236940720707
68723,90.10841563755756
68724,79.61736479287696
68725,94.51497253157952
68726,136.7384908496045
68727,108.07778978365293
68728,136.78418800607523
68729,224.91922904594645
68730,111.20110772049493
68731,80.21767950571032
68732,78.65034477030567
68733,94.8029692857519
68734,101.25808189398491
68735,191.44546385822576
68736,53.98693796452206
68737,125.48965149424029
